Отметка времени,Расход,Доход,Комментарии,Ресурсы,Группы,Адрес электронной почты,,,
21.03.2017 9:05:02,330,,,НАЛ,Продукты,,,,
22.03.2017 8:05:26,430,,,НАЛ,Обед,,,,
22.03.2017 21:39:53,190,,,НАЛ,Продукты,,,,
22.03.2017 21:41:12,880,,,НАЛ,Продукты,,,,
23.03.2017 2:58:06,2000,,,Сбербанк зарплата,МинусКарта,,,,
23.03.2017 2:58:32,,2000,,Сбербанк Маша,ПлюсКарта,,,,
23.03.2017 2:59:10,3500,,,Сбербанк Маша,МинусКарта,,,,
23.03.2017 2:59:35,,3500,,НАЛ,ПлюсНалик,,,,
23.03.2017 3:45:24,1000,,,Сбербанк зарплата,МинусКарта,,,,
23.03.2017 3:45:35,,1000,,НАЛ,ПлюсКарта,,,,
23.03.2017 3:45:46,250,,,НАЛ,Обед,,,,
23.03.2017 7:34:40,3200,,,НАЛ,Медицина,,,,
23.03.2017 7:35:07,1000,,,Сбербанк Маша,Дашины занятия,,,,
23.03.2017 7:35:29,,29888,,ВТБ,ВТБ,,,,
23.03.2017 7:37:55,150,,,Сбербанк Маша,Обед,,,,
23.03.2017 7:42:59,7669,,,ВТБ,Коммунальные расходы,,,,
23.03.2017 7:55:14,3000,,,ВТБ,На отпуск,,,,
23.03.2017 7:55:43,970,,,ВТБ,Коммунальные расходы,,,,
23.03.2017 7:57:51,,3000,,"Отпуск, накопления",ПлюсОтпуск,,,,
23.03.2017 9:51:51,420,,,ВТБ,Медицина,,,,
23.03.2017 9:52:07,3500,,,ВТБ,МинусКарта,,,,
23.03.2017 9:52:18,,3500,,НАЛ,ПлюсНалик,,,,
23.03.2017 9:52:30,330,,,НАЛ,Продукты,,,,
23.03.2017 9:52:54,608,,,ВТБ,Продукты,,,,
24.03.2017 0:11:06,150,,,ВТБ,Обед,,,,
24.03.2017 4:17:54,220,,,НАЛ,Обед,,,,
24.03.2017 4:22:55,1600,,,НАЛ,Дашины занятия,,,,
24.03.2017 4:53:21,190,,,НАЛ,Обед,,,,
24.03.2017 12:34:23,344,,,Сбербанк зарплата,Развлечения,,,,
24.03.2017 23:33:31,3100,,,Сбербанк зарплата,Развлечения,,,,
24.03.2017 23:33:42,200,,,НАЛ,Продукты,,,,
24.03.2017 23:38:29,200,,,НАЛ,CORR,,,,
25.03.2017 4:07:57,3437,,,ВТБ,Продукты,,,,
25.03.2017 4:08:16,150,,,НАЛ,Продукты,,,,
25.03.2017 8:03:17,275,,,НАЛ,"Бытовая техника, мебель",,,,
26.03.2017 3:06:59,220,,,НАЛ,Развлечения,,,,
26.03.2017 3:07:15,274,,,НАЛ,Продукты,,,,
26.03.2017 3:42:09,3187,,,Сбербанк зарплата,"Бытовая техника, мебель",,,,
26.03.2017 3:43:38,3490,,,ВТБ,Одежда,,,,
26.03.2017 6:02:29,150,,,НАЛ,Продукты,,,,
26.03.2017 7:24:07,100,,,НАЛ,Продукты,,,,
27.03.2017 4:44:41,208,,,ВТБ,Продукты,,,,
27.03.2017 5:34:22,285,,,НАЛ,Обед,,,,
27.03.2017 10:35:30,3000,,,Сбербанк зарплата,МинусКарта,,,,
27.03.2017 10:35:44,,3000,,Сбербанк Маша,ПлюсКарта,,,,
27.03.2017 10:35:56,2000,,,Сбербанк Маша,МинусКарта,,,,
27.03.2017 10:36:07,,2000,,НАЛ,ПлюсНалик,,,,
27.03.2017 10:36:51,154,,,ВТБ,Продукты,,,,
27.03.2017 10:37:04,1000,,,НАЛ,Дашины занятия,,,,
27.03.2017 10:39:34,450,,,ВТБ,Медицина,,,,
27.03.2017 11:05:25,300,,,ВТБ,Мобильная связь,,,,
28.03.2017 1:35:16,200,,,НАЛ,Подарки,,,,
28.03.2017 1:35:30,100,,,НАЛ,Обед,,,,
28.03.2017 4:16:53,336,,,ВТБ,Продукты,,,,
28.03.2017 9:02:13,700,,,НАЛ,Продукты,,,,
28.03.2017 11:51:56,300,,,ВТБ,Мобильная связь,,,,
29.03.2017 3:44:18,1000,,,Сбербанк зарплата,МинусКарта,,,,
29.03.2017 3:44:31,,1000,,НАЛ,ПлюсНалик,,,,
29.03.2017 3:44:43,250,,,НАЛ,Обед,,,,
29.03.2017 9:40:59,790,,,ВТБ,Медицина,,,,
29.03.2017 9:41:23,415,,,НАЛ,Обед,,,,
29.03.2017 9:43:28,1253,,,ВТБ,Продукты,,,,
29.03.2017 9:43:42,4000,,,Сбербанк зарплата,МинусКарта,,,,
29.03.2017 9:43:58,,4000,,НАЛ,ПлюсНалик,,,,
29.03.2017 9:44:28,1000,,,НАЛ,Дашины занятия,,,,
29.03.2017 9:51:51,150,,,Сбербанк Маша,Обед,,,,
29.03.2017 9:52:08,300,,,ВТБ,Мобильная связь,,,,
30.03.2017 3:40:26,283,,,НАЛ,Обед,,,,
30.03.2017 4:41:30,200,,,НАЛ,Подарки,,,,
30.03.2017 9:17:36,1245,,,ВТБ,Продукты,,,,
31.03.2017 4:04:07,570,,,НАЛ,Обед,,,,
31.03.2017 9:22:47,189,,,НАЛ,Продукты,,,,
31.03.2017 11:58:39,410,,,ВТБ,Парфюмерия & косметика,,,,
31.03.2017 11:59:02,3300,,,Сбербанк зарплата,Продукты,,,,
31.03.2017 12:01:46,200,,,НАЛ,CORR,,,,
31.03.2017 12:02:12,150,,,Сбербанк Маша,Развлечения,,,,
01.04.2017 3:55:43,573,,,ВТБ,Обед,,,,
01.04.2017 3:56:09,300,,,НАЛ,Развлечения,,,,
01.04.2017 3:56:31,180,,,НАЛ,Медицина,,,,
01.04.2017 3:56:56,3000,,,"Отпуск, накопления",МинусОтпуск,,,,
01.04.2017 3:57:23,,3000,,НАЛ,ПлюсНалик,,,,
01.04.2017 3:58:33,3200,,,НАЛ,Дашины занятия,,,,
02.04.2017 4:55:38,1500,,,НАЛ,Дашины занятия,,,,
02.04.2017 10:39:18,300,,,ВТБ,Мобильная связь,,,,
02.04.2017 21:17:15,1000,,,"Отпуск, накопления",МинусОтпуск,,,,
02.04.2017 21:17:45,,1000,,ВТБ,ПлюсКарта,,,,
02.04.2017 21:18:06,1018,,,ВТБ,Медицина,,,,
02.04.2017 21:18:30,334,,,Сбербанк Маша,Медицина,,,,
02.04.2017 22:19:44,220,,,НАЛ,Развлечения,,,,
03.04.2017 0:09:44,388,,,Сбербанк зарплата,Обед,,,,
03.04.2017 4:36:14,250,,,НАЛ,Обед,,,,
03.04.2017 11:04:04,195,,,Сбербанк зарплата,Продукты,,,,
03.04.2017 11:04:20,2000,,,Сбербанк зарплата,МинусКарта,,,,
03.04.2017 11:04:38,,2000,,НАЛ,ПлюсНалик,,,,
03.04.2017 22:14:22,203,,,НАЛ,Медицина,,,,
04.04.2017 1:15:58,113,,,НАЛ,Медицина,,,,
04.04.2017 1:16:16,330,,,НАЛ,Медицина,,,,
04.04.2017 6:48:40,456,,Обед и ужин вместе,НАЛ,Обед,,,,
04.04.2017 10:51:50,1151,,,Сбербанк кредит,Продукты,,,,
04.04.2017 23:43:31,1000,,,Сбербанк зарплата,МинусКарта,,,,
05.04.2017 10:01:27,676,,,Сбербанк кредит,Продукты,,,,
06.04.2017 4:15:25,250,,,НАЛ,Обед,,,,
06.04.2017 9:40:37,163,,,НАЛ,Продукты,,,,
06.04.2017 9:40:53,220,,,НАЛ,Развлечения,,,,
06.04.2017 12:32:22,538,,,Сбербанк кредит,Продукты,,,,
07.04.2017 2:50:26,4000,,,"Отпуск, накопления",МинусОтпуск,,,,
07.04.2017 2:50:52,,4000,,Сбербанк Маша,ПлюсКарта,,,,
07.04.2017 2:52:19,300,,,Сбербанк Маша,CORR,,,,
07.04.2017 4:10:32,250,,,НАЛ,Обед,,,,
07.04.2017 8:50:40,,79000,,ВТБ,ВТБ,,,,
07.04.2017 8:51:30,,,35860,ВТБ,ВТБ,,,,
07.04.2017 8:52:28,,14660,,ВТБ,ВТБ,,,,
07.04.2017 8:52:45,800,,,Сбербанк Маша,Обед,,,,
07.04.2017 8:53:05,1700,,,Сбербанк кредит,Транспорт,,,,
07.04.2017 8:53:38,1500,,Аэроэкспресс ,ВТБ,Развлечения,,,,
07.04.2017 8:54:02,3000,,,ВТБ,МинусКарта,,,,
07.04.2017 8:54:27,,3000,,НАЛ,ПлюсНалик,,,,
07.04.2017 8:58:59,,35860,,ВТБ,ВТБ,,,,
07.04.2017 9:55:57,1168,,,ВТБ,Обед,,,,
08.04.2017 1:23:47,80000,,,ВТБ,На отпуск,,,,
08.04.2017 1:24:13,,80000,,"Отпуск, накопления",ПлюсОтпуск,,,,
08.04.2017 3:19:17,350,,,НАЛ,Парфюмерия & косметика,,,,
08.04.2017 3:19:46,168,,,НАЛ,Медицина,,,,
08.04.2017 3:21:04,150,,,ВТБ,Медицина,,,,
08.04.2017 3:21:25,413,,,ВТБ,Медицина,,,,
08.04.2017 3:21:45,637,,,ВТБ,Развлечения,,,,
08.04.2017 3:22:14,1346,,,ВТБ,Продукты,,,,
08.04.2017 4:07:07,300,,,Сбербанк Маша,Развлечения,,,,
08.04.2017 8:33:32,4770,,,ВТБ,Развлечения,,,,
08.04.2017 8:33:50,1000,,,НАЛ,Развлечения,,,,
09.04.2017 7:55:31,586,,,ВТБ,Продукты,,,,
09.04.2017 7:55:49,200,,,НАЛ,Продукты,,,,
09.04.2017 14:46:13,1000,,,"Отпуск, накопления",МинусОтпуск,,,,
09.04.2017 14:46:44,,1000,,Сбербанк Маша,ПлюсКарта,,,,
09.04.2017 14:47:14,2840,,,Сбербанк Маша,Коммунальные расходы,,,,
10.04.2017 2:22:26,834,,,ВТБ,Продукты,,,,
10.04.2017 2:25:16,200,,,ВТБ,Развлечения,,,,
10.04.2017 2:26:13,500,,,Сбербанк Маша,CORR,,,,
10.04.2017 2:49:56,11600,,,"Отпуск, накопления",Развлечения,,,,
10.04.2017 10:39:08,14500,,,ВТБ,МинусКарта,,,,
10.04.2017 10:39:34,,14500,,НАЛ,ПлюсНалик,,,,
10.04.2017 10:39:45,2000,,,НАЛ,Дашины занятия,,,,
10.04.2017 11:38:34,,24400,,Сбербанк зарплата,Сбербанк зарплата,,,,
10.04.2017 11:39:06,4894,,,Сбербанк зарплата,Продукты,,,,
11.04.2017 3:18:54,2500,,,НАЛ,Развлечения,,,,
11.04.2017 3:19:06,423,,,ВТБ,Продукты,,,,
11.04.2017 3:19:16,350,,,НАЛ,Продукты,,,,
11.04.2017 9:18:36,1000,,,НАЛ,Дашины занятия,,,,
11.04.2017 11:08:50,250,,,НАЛ,Обед,,,,
11.04.2017 11:09:09,220,,,НАЛ,Развлечения,,,,
11.04.2017 11:10:07,,105000,,Сбербанк зарплата,Сбербанк зарплата,,,,
11.04.2017 12:03:05,1700,,,ВТБ,Транспорт,,,,
11.04.2017 12:03:39,1061,,Канцтовары,ВТБ,Дашины занятия,,,,
11.04.2017 12:05:01,252,,,ВТБ,Развлечения,,,,
12.04.2017 4:18:15,520,,,НАЛ,Обед,,,,
12.04.2017 4:18:32,90000,,,Сбербанк зарплата,МинусКарта,,,,
12.04.2017 4:18:45,,90000,,НАЛ,ПлюсНалик,,,,
12.04.2017 4:19:02,68500,,,НАЛ,Ипотека,,,,
12.04.2017 4:20:07,20000,,,НАЛ,МинусНалик,,,,
12.04.2017 4:20:25,,20000,,Росбанк кредит,ПлюсКарта,,,,
12.04.2017 4:47:53,871,,,ВТБ,Обед,,,,
12.04.2017 4:49:17,270,,,ВТБ,Парфюмерия & косметика,,,,
12.04.2017 6:22:49,2000,,,НАЛ,Развлечения,,,,
12.04.2017 6:26:07,50000,,,"Отпуск, накопления",МинусОтпуск,,,,
12.04.2017 6:26:27,,50000,,НАЛ,ПлюсНалик,,,,
12.04.2017 6:26:57,47850,,Адыгея ,НАЛ,Развлечения,,,,
12.04.2017 11:22:46,3100,,,Сбербанк зарплата,Медицина,,,,
13.04.2017 5:01:28,250,,,НАЛ,Обед,,,,
13.04.2017 11:07:59,700,,,НАЛ,Продукты,,,,
13.04.2017 23:46:12,2000,,,НАЛ,Дашины занятия,,,,
14.04.2017 0:11:12,650,,,НАЛ,Продукты,,,,
14.04.2017 1:43:32,913,,,ВТБ,Медицина,,,,
14.04.2017 1:43:53,1496,,,ВТБ,Продукты,,,,
14.04.2017 1:52:10,613,,,ВТБ,CORR,,,,
14.04.2017 2:04:06,20000,,,"Отпуск, накопления",МинусОтпуск,,,,
14.04.2017 2:04:17,,20000,,ВТБ,ПлюсКарта,,,,
14.04.2017 2:05:05,21207,,Билеты Сочи-Москва,ВТБ,Развлечения,,,,
14.04.2017 9:43:58,420,,,НАЛ,Обед,,,,
14.04.2017 9:44:19,92,,,НАЛ,Обед,,,,
14.04.2017 13:45:09,3586,,,Сбербанк зарплата,"Бытовая техника, мебель",,,,
14.04.2017 23:19:06,220,,,НАЛ,Развлечения,,,,
15.04.2017 9:11:16,3600,,,НАЛ,Медицина,,,,
15.04.2017 9:11:35,640,,,Сбербанк зарплата,Развлечения,,,,
15.04.2017 9:11:50,1000,,,НАЛ,Обед,,,,
15.04.2017 9:12:02,517,,,НАЛ,Продукты,,,,
15.04.2017 9:12:16,815,,,ВТБ,Продукты,,,,
15.04.2017 9:12:32,4000,,,Сбербанк зарплата,МинусКарта,,,,
15.04.2017 9:12:45,,4000,,НАЛ,ПлюсНалик,,,,
15.04.2017 9:22:00,2949,,,Сбербанк зарплата,Авто,,,,
15.04.2017 9:22:54,500,,,НАЛ,Развлечения,,,,
15.04.2017 22:14:14,500,,помывка,НАЛ,Авто,,,,
15.04.2017 22:14:27,388,,,НАЛ,Продукты,,,,
16.04.2017 4:46:59,500,,,НАЛ,Развлечения,,,,
16.04.2017 4:47:34,2000,,,НАЛ,Дашины занятия,,,,
16.04.2017 5:28:19,5757,,,Сбербанк кредит,Одежда,,,,
17.04.2017 3:21:23,164,,,Сбербанк Маша,Продукты,,,,
17.04.2017 3:21:34,160,,,НАЛ,Обед,,,,
17.04.2017 4:22:12,1000,,,Сбербанк зарплата,МинусКарта,,,,
17.04.2017 4:22:23,,1000,,НАЛ,ПлюсНалик,,,,
17.04.2017 4:22:35,283,,,НАЛ,Обед,,,,
17.04.2017 5:47:20,400,,,НАЛ,Подарки,,,,
17.04.2017 10:48:29,3000,,,ВТБ,МинусКарта,,,,
17.04.2017 10:48:51,,3000,,НАЛ,ПлюсНалик,,,,
17.04.2017 10:49:15,1000,,,НАЛ,Дашины занятия,,,,
17.04.2017 10:49:40,850,,,НАЛ,Продукты,,,,
18.04.2017 3:46:03,250,,,НАЛ,Обед,,,,
18.04.2017 9:38:42,807,,,ВТБ,Продукты,,,,
18.04.2017 9:38:54,200,,,НАЛ,Подарки,,,,
19.04.2017 10:14:40,200,,,НАЛ,Подарки,,,,
19.04.2017 10:14:55,100,,,Сбербанк Маша,Обед,,,,
19.04.2017 10:15:06,160,,,НАЛ,Обед,,,,
19.04.2017 10:15:57,690,,,ВТБ,Продукты,,,,
19.04.2017 10:16:44,500,,,НАЛ,Продукты,,,,
19.04.2017 10:17:02,3000,,,ВТБ,МинусКарта,,,,
19.04.2017 10:17:18,,3000,,НАЛ,ПлюсНалик,,,,
19.04.2017 10:17:28,1000,,,НАЛ,Дашины занятия,,,,
19.04.2017 11:29:01,5000,,,Сбербанк зарплата,МинусКарта,,,,
19.04.2017 11:29:18,,5000,,НАЛ,ПлюсНалик,,,,
19.04.2017 11:29:32,300,,,НАЛ,Мобильная связь,,,,
19.04.2017 11:29:45,220,,,НАЛ,Развлечения,,,,
19.04.2017 11:29:59,250,,,НАЛ,Обед,,,,
20.04.2017 4:14:13,500,,,Сбербанк зарплата,МинусКарта,,,,
20.04.2017 4:14:27,,500,,НАЛ,ПлюсНалик,,,,
20.04.2017 4:14:40,250,,,НАЛ,Обед,,,,
20.04.2017 9:04:34,325,,,ВТБ,Обед,,,,
20.04.2017 9:04:50,1300,,,НАЛ,Развлечения,,,,
20.04.2017 9:30:16,9000,,,"Отпуск, накопления",МинусОтпуск,,,,
20.04.2017 9:30:32,,9000,,Сбербанк Маша,ПлюсКарта,,,,
20.04.2017 9:31:12,8084,,Билеты Даша и Бабушка,Сбербанк Маша,Развлечения,,,,
21.04.2017 3:22:43,6000,,,Сбербанк зарплата,МинусКарта,,,,
21.04.2017 3:22:52,,6000,,Сбербанк Маша,ПлюсКарта,,,,
21.04.2017 3:31:22,1800,,,Сбербанк зарплата,МинусКарта,,,,
21.04.2017 3:31:38,,1800,,НАЛ,ПлюсНалик,,,,
21.04.2017 3:32:28,600,,,НАЛ,Обед,,,,
21.04.2017 3:34:33,,20690,,Сбербанк зарплата,Сбербанк зарплата,,,,
21.04.2017 3:39:50,495,,,ВТБ,Медицина,,,,
21.04.2017 3:49:28,260,,,НАЛ,Обед,,,,
21.04.2017 11:35:15,6355,,,Сбербанк зарплата,Продукты,,,,
21.04.2017 11:36:04,1800,,,НАЛ,Дашины занятия,,,,
21.04.2017 11:39:08,300,,,НАЛ,CORR,,,,
21.04.2017 12:02:38,2800,,,Сбербанк Маша,Развлечения,,,,
22.04.2017 7:48:24,1044,,,ВТБ,Продукты,,,,
22.04.2017 7:48:44,200,,,ВТБ,Медицина,,,,
22.04.2017 7:49:10,265,,,НАЛ,Продукты,,,,
23.04.2017 2:04:29,330,,,НАЛ,Развлечения,,,,
23.04.2017 9:17:07,2100,,,Сбербанк Маша,Медицина,,,,
23.04.2017 9:18:52,5000,,,Сбербанк зарплата,МинусКарта,,,,
23.04.2017 9:19:12,,5000,,Сбербанк кредит,ПлюсКарта,,,,
24.04.2017 4:25:29,250,,,НАЛ,Обед,,,,
24.04.2017 9:41:05,300,,,НАЛ,Подарки,,,,
24.04.2017 9:41:34,1000,,,НАЛ,Дашины занятия,,,,
24.04.2017 9:42:02,1000,,,ВТБ,МинусКарта,,,,
24.04.2017 9:42:22,,1000,,НАЛ,ПлюсНалик,,,,
24.04.2017 9:43:01,,16438,,ВТБ,ВТБ,,,,
24.04.2017 9:43:39,361,,,ВТБ,Продукты,,,,
24.04.2017 9:45:20,550,,,НАЛ,Продукты,,,,
24.04.2017 9:58:38,8238,,,ВТБ,Коммунальные расходы,,,,
24.04.2017 10:02:56,910,,,ВТБ,Коммунальные расходы,,,,
24.04.2017 23:38:24,150,,Даша,Сбербанк Маша,Обед,,,,
25.04.2017 6:28:44,399,,,ВТБ,Одежда,,,,
25.04.2017 9:09:26,250,,,НАЛ,Обед,,,,
25.04.2017 9:10:31,396,,,Сбербанк зарплата,Парфюмерия & косметика,,,,
25.04.2017 11:15:31,482,,,НАЛ,Продукты,,,,
25.04.2017 11:16:15,191,,,ВТБ,Продукты,,,,
26.04.2017 3:46:52,250,,,НАЛ,Обед,,,,
26.04.2017 5:57:10,391,,,ВТБ,Продукты,,,,
26.04.2017 8:14:12,2000,,,ВТБ,МинусКарта,,,,
26.04.2017 8:14:31,,2000,,НАЛ,ПлюсНалик,,,,
26.04.2017 8:14:53,549,,,ВТБ,Одежда,,,,
26.04.2017 9:12:01,390,,,НАЛ,Продукты,,,,
26.04.2017 9:12:14,1000,,,НАЛ,Дашины занятия,,,,
26.04.2017 11:37:02,2000,,Аванс за Лоо,"Отпуск, накопления",Развлечения,,,,
26.04.2017 11:37:55,100,,,Сбербанк Маша,Мобильная связь,,,,
27.04.2017 3:37:43,250,,,НАЛ,Обед,,,,
27.04.2017 14:13:30,900,,,НАЛ,Развлечения,,,,
27.04.2017 14:13:57,3000,,,Сбербанк зарплата,МинусКарта,,,,
27.04.2017 14:14:18,,3000,,НАЛ,ПлюсНалик,,,,
27.04.2017 14:14:38,2100,,,НАЛ,Дашины занятия,,,,
27.04.2017 14:17:36,150,,Даша,Сбербанк Маша,Обед,,,,
28.04.2017 6:24:50,800,,,НАЛ,Обед,,,,
29.04.2017 2:00:51,1000,,,НАЛ,Дашины занятия,,,,
29.04.2017 2:01:03,236,,,ВТБ,Продукты,,,,
29.04.2017 8:26:40,1650,,,Сбербанк зарплата,Одежда,,,,
29.04.2017 8:27:05,4800,,Колеса,Сбербанк зарплата,Авто,,,,
29.04.2017 8:27:29,1676,,,ВТБ,Продукты,,,,
29.04.2017 8:27:47,140,,,НАЛ,Продукты,,,,
29.04.2017 8:29:11,2700,,,Сбербанк зарплата,Продукты,,,,
30.04.2017 8:03:43,330,,,НАЛ,Развлечения,,,,
30.04.2017 8:04:10,150,,,НАЛ,Продукты,,,,
30.04.2017 8:04:35,1760,,,Сбербанк зарплата,Продукты,,,,
01.05.2017 12:30:00,1500,,,Сбербанк Маша,МинусКарта,,,,
01.05.2017 12:30:26,,1500,,НАЛ,ПлюсНалик,,,,
01.05.2017 12:30:42,700,,,НАЛ,Продукты,,,,
01.05.2017 12:30:59,400,,,НАЛ,Одежда,,,,
01.05.2017 12:31:18,470,,,ВТБ,Продукты,,,,
02.05.2017 3:40:02,500,,,Сбербанк зарплата,МинусКарта,,,,
02.05.2017 3:40:12,,500,,НАЛ,ПлюсНалик,,,,
02.05.2017 3:40:25,250,,,НАЛ,Обед,,,,
02.05.2017 10:22:13,676,,,ВТБ,Продукты,,,,
02.05.2017 10:28:37,300,,,ВТБ,Мобильная связь,,,,
03.05.2017 11:28:41,3000,,,"Отпуск, накопления",МинусОтпуск,,,,
03.05.2017 11:28:56,,3000,,Сбербанк Маша,ПлюсКарта,,,,
03.05.2017 11:32:21,487,,,Сбербанк Маша,Продукты,,,,
03.05.2017 11:32:37,550,,,НАЛ,Развлечения,,,,
03.05.2017 11:32:50,50,,,НАЛ,Продукты,,,,
03.05.2017 11:33:04,1000,,,Сбербанк Маша,МинусКарта,,,,
03.05.2017 11:33:18,,1000,,НАЛ,ПлюсНалик,,,,
03.05.2017 11:38:07,420,,Батарейка для часов,НАЛ,Одежда,,,,
04.05.2017 3:31:05,300,,,НАЛ,Обед,,,,
04.05.2017 3:31:20,1000,,,Сбербанк зарплата,МинусКарта,,,,
04.05.2017 3:31:32,,1000,,НАЛ,ПлюсНалик,,,,
04.05.2017 3:31:43,250,,,НАЛ,Обед,,,,
04.05.2017 6:51:24,200,,,НАЛ,Обед,,,,
04.05.2017 6:51:43,700,,Маша и Даша,Сбербанк Маша,Обед,,,,
04.05.2017 6:52:00,200,,,НАЛ,Подарки,,,,
04.05.2017 6:52:15,,460,Хатуна вернула,Сбербанк Маша,ПлюсКарта,,,,
04.05.2017 6:52:46,234,,,ВТБ,Продукты,,,,
04.05.2017 10:03:23,3000,,,"Отпуск, накопления",МинусОтпуск,,,,
04.05.2017 10:05:09,,3000,,НАЛ,ПлюсНалик,,,,
04.05.2017 10:07:51,897,,,Сбербанк Маша,Продукты,,,,
04.05.2017 10:08:14,87,,,НАЛ,Подарки,,,,
04.05.2017 10:09:15,2100,,,НАЛ,Дашины занятия,,,,
05.05.2017 5:26:40,700,,,НАЛ,Обед,,,,
05.05.2017 5:26:50,234,,,Сбербанк Маша,Продукты,,,,
05.05.2017 5:30:38,,32878,,ВТБ,ВТБ,,,,
05.05.2017 5:30:55,6000,,,ВТБ,МинусКарта,,,,
05.05.2017 5:31:26,,6000,,"Отпуск, накопления",ПлюсОтпуск,,,,
05.05.2017 5:38:24,650,,,НАЛ,Обед,,,,
05.05.2017 5:38:39,800,,,Сбербанк зарплата,МинусКарта,,,,
05.05.2017 5:38:50,,800,,НАЛ,ПлюсНалик,,,,
05.05.2017 11:33:58,4000,,,ВТБ,МинусКарта,,,,
05.05.2017 11:34:20,,4000,,НАЛ,ПлюсНалик,,,,
05.05.2017 11:35:02,4248,,,ВТБ,Продукты,,,,
06.05.2017 3:47:58,1200,,Выставка,ВТБ,Развлечения,,,,
06.05.2017 3:48:54,1550,,,НАЛ,Парфюмерия & косметика,,,,
06.05.2017 3:49:06,200,,,НАЛ,Продукты,,,,
06.05.2017 3:49:27,500,,,НАЛ,Парикмахерская,,,,
06.05.2017 4:45:17,397,,,ВТБ,Продукты,,,,
07.05.2017 7:22:20,1560,,,ВТБ,Развлечения,,,,
07.05.2017 7:22:39,200,,,НАЛ,Развлечения,,,,
07.05.2017 7:23:27,150,,,НАЛ,Продукты,,,,
07.05.2017 8:50:56,400,,,НАЛ,Продукты,,,,
07.05.2017 8:51:24,510,,,ВТБ,Продукты,,,,
08.05.2017 1:06:08,1528,,,Сбербанк кредит,Одежда,,,,
08.05.2017 1:19:45,3000,,,ВТБ,Одежда,,,,
08.05.2017 1:21:00,1510,,,ВТБ,Одежда,,,,
08.05.2017 1:21:53,634,,,ВТБ,Обед,,,,
08.05.2017 1:22:14,3000,,,"Отпуск, накопления",МинусОтпуск,,,,
08.05.2017 1:22:34,,3000,,Сбербанк Маша,ПлюсКарта,,,,
08.05.2017 1:23:33,2000,,,Сбербанк Маша,МинусКарта,,,,
08.05.2017 1:23:58,,2000,,Сбербанк зарплата,ПлюсКарта,,,,
08.05.2017 1:25:44,900,,,НАЛ,CORR,,,,
08.05.2017 2:56:56,600,,,ВТБ,Одежда,,,,
08.05.2017 2:57:24,320,,,ВТБ,Мобильная связь,,,,
08.05.2017 2:57:50,150,,,НАЛ,Обед,,,,
08.05.2017 4:08:12,500,,,ВТБ,Медицина,,,,
08.05.2017 8:26:10,1000,,,Сбербанк Маша,МинусКарта,,,,
08.05.2017 8:26:30,,1000,,НАЛ,ПлюсНалик,,,,
08.05.2017 8:26:58,1600,,,НАЛ,Парикмахерская,,,,
08.05.2017 8:27:16,451,,,ВТБ,Продукты,,,,
09.05.2017 4:20:05,200,,аэрохоккей,НАЛ,Развлечения,,,,
09.05.2017 4:21:05,680,,билеты,Сбербанк зарплата,Развлечения,,,,
09.05.2017 4:21:32,585,,попкорн,Сбербанк зарплата,Развлечения,,,,
09.05.2017 4:22:25,200,,стоянка машины,Сбербанк зарплата,Развлечения,,,,
09.05.2017 4:23:07,,500,,НАЛ,ПлюсНалик,,,,
09.05.2017 4:23:22,500,,,Сбербанк зарплата,МинусКарта,,,,
09.05.2017 4:32:21,911,,,ВТБ,Продукты,,,,
09.05.2017 4:32:40,2000,,,"Отпуск, накопления",МинусОтпуск,,,,
09.05.2017 4:32:55,,2000,,НАЛ,ПлюсНалик,,,,
09.05.2017 4:33:39,450,,,НАЛ,Продукты,,,,
10.05.2017 4:48:48,375,,,ВТБ,Обед,,,,
10.05.2017 4:49:01,400,,,НАЛ,Подарки,,,,
10.05.2017 6:52:51,200,,,НАЛ,Подарки,,,,
10.05.2017 7:58:40,3000,,,ВТБ,МинусКарта,,,,
10.05.2017 7:59:13,,3000,,НАЛ,ПлюсНалик,,,,
10.05.2017 10:37:47,276,,,ВТБ,Продукты,,,,
10.05.2017 20:32:52,450,,,НАЛ,Продукты,,,,
10.05.2017 20:33:22,200,,бутерброд,НАЛ,Обед,,,,
11.05.2017 4:36:53,420,,,НАЛ,Обед,,,,
11.05.2017 4:37:56,,24310,,Сбербанк зарплата,Сбербанк зарплата,,,,
11.05.2017 9:19:42,454,,,Сбербанк зарплата,Продукты,,,,
11.05.2017 9:19:58,2000,,,Сбербанк зарплата,МинусКарта,,,,
11.05.2017 9:20:11,,2000,,НАЛ,ПлюсНалик,,,,
11.05.2017 9:40:37,0,,,НАЛ,Продукты,,,,
12.05.2017 0:16:11,1200,,интернет магазин,Сбербанк зарплата,"Бытовая техника, мебель",,,,
12.05.2017 4:01:44,500,,,НАЛ,Обед,,,,
12.05.2017 4:26:21,300,,,ВТБ,Мобильная связь,,,,
12.05.2017 4:26:41,375,,,ВТБ,Обед,,,,
12.05.2017 4:31:46,300,,Даша,Сбербанк Маша,Обед,,,,
12.05.2017 4:37:21,2100,,,НАЛ,Дашины занятия,,,,
13.05.2017 2:34:12,3170,,,Сбербанк зарплата,Продукты,,,,
13.05.2017 2:34:42,1200,,справки в бассейн,НАЛ,Медицина,,,,
13.05.2017 2:37:41,1000,,,НАЛ,Дашины занятия,,,,
